lat,lon,dominant_class,wooded_frac,cleared_frac,water_frac,n_px
37.345688,-86.163815,wooded,0.879,0.121,0.0,610
37.345688,-86.163197,wooded,0.909,0.091,0.0,624
37.345688,-86.162578,wooded,0.558,0.442,0.0,557
37.345688,-86.16196,cleared,0.011,0.989,0.0,624
37.345688,-86.161341,cleared,0.0,1.0,0.0,636
37.345687,-86.160104,cleared,0.0,0.949,0.051,652
37.345687,-86.159485,cleared,0.002,0.568,0.43,614
37.345687,-86.15763,cleared,0.0,1.0,0.0,575
37.345687,-86.157011,cleared,0.296,0.704,0.0,385
37.345686,-86.155774,cleared,0.0,0.971,0.029,629
37.345686,-86.155155,cleared,0.0,1.0,0.0,729
37.345686,-86.154537,cleared,0.0,1.0,0.0,729
37.345686,-86.153918,cleared,0.0,1.0,0.0,729
37.345686,-86.1533,cleared,0.02,0.98,0.0,704
37.345686,-86.152681,wooded,0.907,0.093,0.0,690
37.345685,-86.152062,cleared,0.171,0.829,0.0,596
37.345685,-86.151444,cleared,0.0,0.998,0.002,564
37.345685,-86.150207,cleared,0.0,1.0,0.0,580
37.345685,-86.149588,cleared,0.0,1.0,0.0,581
37.345684,-86.147732,cleared,0.002,0.998,0.0,625
37.345684,-86.147114,cleared,0.0,0.652,0.348,558
37.345683,-86.145877,cleared,0.0,1.0,0.0,713
37.345683,-86.145258,wooded,0.759,0.213,0.028,506
37.345683,-86.144021,cleared,0.0,1.0,0.0,654
37.345682,-86.143402,cleared,0.0,1.0,0.0,728
37.345682,-86.142165,cleared,0.0,1.0,0.0,724
37.345681,-86.140928,wooded,0.906,0.094,0.0,583
37.345681,-86.140309,wooded,0.803,0.197,0.0,559
37.345195,-86.210209,wooded,1.0,0.0,0.0,632
37.345195,-86.20959,cleared,0.17,0.74,0.09,465
37.345195,-86.208971,cleared,0.0,1.0,0.0,444
37.345195,-86.208353,cleared,0.0,1.0,0.0,729
37.345195,-86.207116,cleared,0.0,1.0,0.0,512
37.345196,-86.199074,cleared,0.18,0.786,0.034,323
37.345195,-86.167527,cleared,0.0,1.0,0.0,537
37.345195,-86.165671,cleared,0.0,1.0,0.0,640
37.345195,-86.165053,cleared,0.069,0.931,0.0,480
37.345194,-86.163816,cleared,0.048,0.952,0.0,503
37.345194,-86.163197,wooded,0.98,0.02,0.0,604
37.345194,-86.162578,wooded,1.0,0.0,0.0,717
37.345194,-86.16196,wooded,0.778,0.222,0.0,577
37.345193,-86.159486,cleared,0.0,0.982,0.018,717
37.345192,-86.155156,cleared,0.0,1.0,0.0,728
37.345192,-86.154537,cleared,0.0,1.0,0.0,729
37.345192,-86.153918,cleared,0.0,1.0,0.0,729
37.345192,-86.1533,cleared,0.0,1.0,0.0,729
37.345192,-86.152681,wooded,0.661,0.339,0.0,564
37.345191,-86.152063,cleared,0.0,1.0,0.0,695
37.345191,-86.151444,cleared,0.0,1.0,0.0,729
37.345191,-86.150826,cleared,0.0,1.0,0.0,729
37.345191,-86.150207,cleared,0.0,1.0,0.0,729
37.345191,-86.149588,cleared,0.0,1.0,0.0,721
37.34519,-86.14897,cleared,0.0,1.0,0.0,729
37.34519,-86.148351,cleared,0.0,1.0,0.0,729
37.34519,-86.147733,cleared,0.0,1.0,0.0,729
37.345189,-86.145877,cleared,0.0,0.997,0.003,624
37.345189,-86.14464,wooded,0.504,0.024,0.473,421
37.345189,-86.143403,cleared,0.0,1.0,0.0,729
37.345188,-86.142784,cleared,0.0,1.0,0.0,584
37.345188,-86.142166,cleared,0.0,1.0,0.0,729
37.345188,-86.141547,cleared,0.0,1.0,0.0,697
37.345188,-86.140928,wooded,0.913,0.087,0.0,624
37.345187,-86.14031,cleared,0.099,0.901,0.0,658
37.345187,-86.139691,wooded,0.967,0.033,0.0,612
37.345187,-86.139073,wooded,1.0,0.0,0.0,645
37.345181,-86.125464,cleared,0.0,1.0,0.0,512
37.344701,-86.210208,wooded,1.0,0.0,0.0,575
37.344701,-86.20959,cleared,0.312,0.62,0.068,577
37.344701,-86.208971,cleared,0.0,0.991,0.009,542
37.344701,-86.208353,cleared,0.0,1.0,0.0,567
37.344701,-86.207734,cleared,0.0,1.0,0.0,643
37.344702,-86.199693,wooded,0.774,0.226,0.0,469
37.344702,-86.199074,cleared,0.245,0.696,0.06,605
37.344701,-86.165671,cleared,0.0,1.0,0.0,577
37.344701,-86.165053,wooded,0.81,0.19,0.0,583
37.3447,-86.163197,wooded,1.0,0.0,0.0,345
37.3447,-86.159486,cleared,0.152,0.848,0.0,656
37.344699,-86.158867,cleared,0.0,0.683,0.317,615
37.344699,-86.15763,cleared,0.0,1.0,0.0,724
37.344699,-86.157011,cleared,0.0,1.0,0.0,611
37.344698,-86.153919,cleared,0.0,1.0,0.0,644
37.344698,-86.1533,cleared,0.0,1.0,0.0,728
37.344698,-86.152063,cleared,0.0,1.0,0.0,703
37.344697,-86.151444,cleared,0.0,1.0,0.0,729
37.344697,-86.150826,cleared,0.0,1.0,0.0,729
37.344697,-86.150207,cleared,0.0,1.0,0.0,729
37.344697,-86.149589,cleared,0.0,1.0,0.0,729
37.344697,-86.14897,cleared,0.0,1.0,0.0,729
37.344696,-86.147733,cleared,0.0,1.0,0.0,669
37.344696,-86.147114,cleared,0.0,1.0,0.0,636
37.344696,-86.145877,cleared,0.135,0.816,0.049,554
37.344695,-86.143403,cleared,0.0,0.933,0.067,554
37.344694,-86.142784,cleared,0.0,1.0,0.0,634
37.344694,-86.140929,cleared,0.003,0.997,0.0,649
37.344694,-86.14031,cleared,0.157,0.843,0.0,542
37.344688,-86.127939,cleared,0.0,1.0,0.0,634
37.344687,-86.126702,cleared,0.171,0.829,0.0,527
37.344687,-86.126083,cleared,0.05,0.95,0.0,404
37.344687,-86.125464,cleared,0.084,0.916,0.0,393
37.344207,-86.20959,cleared,0.119,0.881,0.0,603
37.344207,-86.208971,cleared,0.0,0.977,0.023,609
37.344207,-86.208353,cleared,0.0,0.978,0.022,363
37.344207,-86.207734,cleared,0.0,1.0,0.0,529
37.344208,-86.200311,wooded,0.905,0.095,0.0,567
37.344208,-86.199074,cleared,0.01,0.962,0.028,505
37.344209,-86.198456,cleared,0.337,0.663,0.0,389
37.344207,-86.165672,cleared,0.004,0.996,0.0,570
37.344206,-86.158867,cleared,0.014,0.953,0.032,708
37.344205,-86.157012,cleared,0.0,1.0,0.0,729
37.344205,-86.156393,cleared,0.0,1.0,0.0,559
37.344205,-86.155156,cleared,0.149,0.794,0.057,509
37.344204,-86.154537,cleared,0.006,0.708,0.287,544
37.344204,-86.153919,cleared,0.0,0.566,0.434,594
37.344204,-86.1533,cleared,0.0,0.519,0.481,497
37.344204,-86.152682,cleared,0.173,0.52,0.306,513
37.344204,-86.151445,cleared,0.0,0.986,0.014,622
37.344203,-86.150207,cleared,0.0,1.0,0.0,628
37.3442,-86.141548,cleared,0.0,1.0,0.0,651
37.3442,-86.14031,wooded,0.96,0.04,0.0,527
37.344194,-86.127321,cleared,0.0,1.0,0.0,729
37.343713,-86.210208,wooded,1.0,0.0,0.0,537
37.343713,-86.208971,cleared,0.16,0.84,0.0,574
37.343713,-86.208352,cleared,0.0,0.974,0.026,534
37.343713,-86.207734,cleared,0.0,0.995,0.005,656
37.343714,-86.207115,cleared,0.0,1.0,0.0,729
37.343714,-86.206497,cleared,0.0,1.0,0.0,722
37.343714,-86.205878,cleared,0.07,0.93,0.0,582
37.343715,-86.199074,cleared,0.018,0.976,0.006,499
37.343712,-86.158868,cleared,0.358,0.642,0.0,670
37.343711,-86.157012,cleared,0.0,1.0,0.0,729
37.343711,-86.156393,cleared,0.0,1.0,0.0,729
37.343711,-86.155156,cleared,0.116,0.884,0.0,242
37.34371,-86.153919,cleared,0.117,0.883,0.0,463
37.34371,-86.1533,cleared,0.436,0.546,0.018,614
37.34371,-86.152682,wooded,0.744,0.14,0.117,616
37.34371,-86.152063,wooded,0.801,0.0,0.199,549
37.343709,-86.148352,wooded,0.662,0.004,0.334,536
37.343709,-86.147733,wooded,0.765,0.0,0.235,486
37.343704,-86.136599,cleared,0.002,0.751,0.247,446
37.343704,-86.135981,cleared,0.0,0.608,0.392,515
37.3437,-86.126702,cleared,0.0,1.0,0.0,645
37.34322,-86.207115,cleared,0.403,0.497,0.099,575
37.34322,-86.206497,cleared,0.269,0.639,0.092,654
37.34322,-86.205878,cleared,0.086,0.865,0.05,643
37.34322,-86.20526,cleared,0.118,0.882,0.0,671
37.343221,-86.20093,cleared,0.282,0.66,0.058,412
37.343219,-86.162579,cleared,0.086,0.914,0.0,573
37.343218,-86.158249,cleared,0.058,0.942,0.0,668
37.343217,-86.157012,cleared,0.0,1.0,0.0,683
37.343217,-86.156394,cleared,0.0,1.0,0.0,729
37.343217,-86.155775,cleared,0.0,1.0,0.0,720
37.343217,-86.154538,cleared,0.022,0.978,0.0,644
37.343215,-86.150208,wooded,1.0,0.0,0.0,495
37.343215,-86.149589,wooded,1.0,0.0,0.0,487
37.343212,-86.141548,wooded,0.909,0.053,0.038,525
37.343212,-86.14093,wooded,0.464,0.419,0.117,513
37.343212,-86.140311,cleared,0.026,0.795,0.179,503
37.343211,-86.137218,cleared,0.0,1.0,0.0,659
37.34321,-86.1366,cleared,0.0,1.0,0.0,729
37.34321,-86.135363,cleared,0.0,1.0,0.0,627
37.34321,-86.134744,water,0.009,0.429,0.561,531
37.343209,-86.134125,cleared,0.004,0.722,0.274,460
37.343206,-86.127321,cleared,0.0,1.0,0.0,653
37.342726,-86.205878,wooded,0.946,0.053,0.002,628
37.342726,-86.205259,cleared,0.0,0.915,0.085,574
37.342726,-86.204641,cleared,0.253,0.701,0.046,582
37.342727,-86.201548,cleared,0.397,0.542,0.061,509
37.342724,-86.158249,wooded,0.708,0.292,0.0,524
37.342724,-86.157631,water,0.052,0.473,0.475,594
37.342723,-86.156394,cleared,0.0,1.0,0.0,607
37.342723,-86.155775,cleared,0.0,1.0,0.0,729
37.342723,-86.155157,cleared,0.0,1.0,0.0,715
37.342718,-86.140311,wooded,0.846,0.154,0.0,560
37.342718,-86.139693,cleared,0.281,0.719,0.0,516
37.342718,-86.139074,cleared,0.0,1.0,0.0,596
37.342717,-86.137837,cleared,0.0,1.0,0.0,721
37.342717,-86.137219,cleared,0.0,1.0,0.0,729
37.342717,-86.1366,cleared,0.0,1.0,0.0,729
37.342716,-86.135981,cleared,0.0,1.0,0.0,726
37.342713,-86.128559,cleared,0.0,1.0,0.0,524
37.342712,-86.12794,cleared,0.0,1.0,0.0,650
37.342712,-86.126085,wooded,0.582,0.418,0.0,409
37.342232,-86.206496,cleared,0.11,0.89,0.0,454
37.342232,-86.205878,cleared,0.084,0.916,0.0,550
37.342232,-86.205259,cleared,0.0,1.0,0.0,717
37.342232,-86.204641,cleared,0.048,0.922,0.029,476
37.342233,-86.202167,cleared,0.281,0.657,0.062,530
37.34223,-86.157631,wooded,0.989,0.0,0.011,554
37.342229,-86.155775,cleared,0.0,1.0,0.0,686
37.342229,-86.155157,cleared,0.0,1.0,0.0,724
37.342229,-86.154538,cleared,0.015,0.985,0.0,648
37.342229,-86.15392,wooded,0.996,0.004,0.0,517
37.342224,-86.139075,wooded,0.937,0.063,0.0,574
37.342222,-86.134745,cleared,0.002,0.998,0.0,521
37.342222,-86.134126,wooded,0.537,0.04,0.424,451
37.34222,-86.131652,cleared,0.002,0.998,0.0,559
37.34222,-86.131033,cleared,0.012,0.988,0.0,596
37.34222,-86.130415,cleared,0.462,0.538,0.0,561
37.34222,-86.129796,cleared,0.097,0.894,0.009,435
37.342219,-86.127941,cleared,0.0,1.0,0.0,664
37.342218,-86.126704,cleared,0.045,0.955,0.0,683
37.341738,-86.206496,cleared,0.0,1.0,0.0,493
37.341738,-86.205878,cleared,0.0,1.0,0.0,686
37.341738,-86.205259,cleared,0.0,1.0,0.0,654
37.341739,-86.204641,cleared,0.0,0.972,0.028,645
37.341739,-86.204022,cleared,0.162,0.742,0.097,476
37.341739,-86.202785,cleared,0.387,0.542,0.071,592
37.341739,-86.201548,wooded,1.0,0.0,0.0,607
37.341737,-86.163198,cleared,0.0,1.0,0.0,625
37.341735,-86.155157,cleared,0.0,1.0,0.0,590
37.341735,-86.154538,cleared,0.0,1.0,0.0,718
37.341735,-86.15392,cleared,0.412,0.588,0.0,503
37.341729,-86.137219,cleared,0.0,1.0,0.0,617
37.341729,-86.135982,cleared,0.0,1.0,0.0,708
37.341728,-86.135364,cleared,0.0,1.0,0.0,428
37.341728,-86.134745,cleared,0.016,0.984,0.0,699
37.341727,-86.132889,cleared,0.0,1.0,0.0,430
37.341727,-86.132271,cleared,0.0,1.0,0.0,676
37.341726,-86.131034,cleared,0.0,1.0,0.0,554
37.341726,-86.130415,cleared,0.0,0.87,0.13,323
37.341724,-86.127323,cleared,0.0,1.0,0.0,721
37.341724,-86.126704,cleared,0.282,0.718,0.0,507
37.341244,-86.205878,cleared,0.0,1.0,0.0,595
37.341245,-86.205259,cleared,0.0,1.0,0.0,615
37.341245,-86.204641,cleared,0.0,1.0,0.0,729
37.341245,-86.204022,cleared,0.0,0.916,0.084,521
37.341245,-86.203403,cleared,0.215,0.772,0.012,562
37.341241,-86.154539,cleared,0.0,1.0,0.0,556
37.341241,-86.15392,cleared,0.0,1.0,0.0,607
37.341235,-86.135982,cleared,0.448,0.552,0.0,656
37.341234,-86.135364,wooded,0.938,0.062,0.0,647
37.341234,-86.134745,wooded,0.818,0.182,0.0,567
37.341233,-86.132271,cleared,0.0,1.0,0.0,535
37.341232,-86.130416,cleared,0.0,1.0,0.0,616
37.341232,-86.129179,cleared,0.0,1.0,0.0,621
37.341231,-86.127941,cleared,0.0,1.0,0.0,620
37.34123,-86.125467,water,0.0,0.469,0.531,550
37.340751,-86.205877,cleared,0.0,1.0,0.0,672
37.340751,-86.20464,cleared,0.0,1.0,0.0,729
37.340751,-86.204022,cleared,0.0,0.944,0.056,627
37.340751,-86.203403,cleared,0.287,0.639,0.074,529
37.340751,-86.202785,wooded,1.0,0.0,0.0,466
37.340747,-86.153302,wooded,0.691,0.309,0.0,453
37.34074,-86.133509,wooded,0.555,0.0,0.445,510
37.340739,-86.13289,cleared,0.0,0.614,0.386,345
37.340739,-86.132272,cleared,0.0,1.0,0.0,318
37.340739,-86.131653,cleared,0.0,1.0,0.0,663
37.340738,-86.129797,cleared,0.0,1.0,0.0,632
37.340738,-86.129179,cleared,0.0,1.0,0.0,636
37.340737,-86.127942,cleared,0.0,1.0,0.0,726
37.340257,-86.205877,cleared,0.0,1.0,0.0,729
37.340257,-86.205259,cleared,0.0,1.0,0.0,646
37.340257,-86.20464,cleared,0.0,1.0,0.0,721
37.340257,-86.204022,cleared,0.0,0.982,0.018,676
37.340257,-86.203403,cleared,0.291,0.668,0.041,557
37.340258,-86.187321,cleared,0.0,0.948,0.052,542
37.340254,-86.155158,cleared,0.151,0.831,0.018,450
37.340253,-86.153921,cleared,0.0,0.871,0.129,528
37.340253,-86.153302,cleared,0.392,0.608,0.0,510
37.340245,-86.132272,cleared,0.0,0.984,0.016,309
37.340245,-86.131653,cleared,0.0,0.998,0.002,400
37.340244,-86.129798,cleared,0.0,1.0,0.0,724
37.340242,-86.126087,cleared,0.0,0.637,0.363,608
37.340242,-86.125468,cleared,0.108,0.763,0.129,544
37.339763,-86.205877,cleared,0.0,1.0,0.0,729
37.339763,-86.20464,cleared,0.0,1.0,0.0,712
37.339763,-86.204022,cleared,0.0,1.0,0.0,729
37.339763,-86.203403,cleared,0.038,0.894,0.068,573
37.339764,-86.18794,cleared,0.0,1.0,0.0,647
37.339764,-86.186084,cleared,0.0,1.0,0.0,627
37.33976,-86.155158,wooded,0.568,0.432,0.0,521
37.33976,-86.154539,cleared,0.0,0.981,0.019,632
37.339752,-86.134128,wooded,0.784,0.216,0.0,518
37.339751,-86.131654,cleared,0.0,0.991,0.009,442
37.339751,-86.131035,cleared,0.0,0.953,0.047,464
37.339751,-86.130417,cleared,0.0,1.0,0.0,565
37.339269,-86.205877,cleared,0.0,1.0,0.0,729
37.339269,-86.20464,cleared,0.0,1.0,0.0,729
37.339269,-86.204022,cleared,0.0,1.0,0.0,729
37.339269,-86.203403,cleared,0.0,0.975,0.025,632
37.33927,-86.190414,cleared,0.0,0.997,0.003,629
37.33927,-86.189177,cleared,0.0,1.0,0.0,672
37.33927,-86.186084,cleared,0.0,1.0,0.0,625
37.339266,-86.15454,cleared,0.001,0.999,0.0,705
37.339265,-86.152065,wooded,1.0,0.0,0.0,271
37.339265,-86.151447,wooded,0.969,0.0,0.031,325
37.339258,-86.134128,wooded,0.904,0.096,0.0,366
37.339257,-86.131036,cleared,0.0,1.0,0.0,512
37.339257,-86.130417,cleared,0.0,1.0,0.0,399
37.339255,-86.127324,cleared,0.0,1.0,0.0,612
37.339255,-86.126706,cleared,0.0,0.707,0.293,457
37.338775,-86.205877,cleared,0.0,1.0,0.0,729
37.338775,-86.20464,cleared,0.0,1.0,0.0,729
37.338775,-86.204021,cleared,0.0,1.0,0.0,729
37.338776,-86.203403,cleared,0.0,0.92,0.08,661
37.338776,-86.202784,wooded,0.744,0.15,0.106,539
37.338777,-86.189795,cleared,0.0,1.0,0.0,610
37.338777,-86.188558,cleared,0.0,1.0,0.0,656
37.338777,-86.18794,cleared,0.0,1.0,0.0,627
37.338772,-86.155777,wooded,1.0,0.0,0.0,462
37.338772,-86.155158,cleared,0.297,0.703,0.0,535
37.338772,-86.15454,cleared,0.087,0.913,0.0,666
37.338763,-86.130417,cleared,0.0,0.888,0.112,421
37.338763,-86.129799,cleared,0.0,1.0,0.0,541
37.338762,-86.12918,cleared,0.0,1.0,0.0,588
37.338762,-86.128562,cleared,0.0,0.998,0.002,590
37.338281,-86.205877,cleared,0.052,0.948,0.0,600
37.338282,-86.20464,cleared,0.0,1.0,0.0,729
37.338282,-86.204021,cleared,0.0,1.0,0.0,729
37.338282,-86.203403,cleared,0.0,0.979,0.021,632
37.338282,-86.202784,wooded,0.643,0.335,0.022,546
37.338283,-86.189177,cleared,0.0,1.0,0.0,627
37.338283,-86.186084,cleared,0.0,1.0,0.0,682
37.338283,-86.184847,wooded,0.76,0.24,0.0,628
37.338278,-86.155159,cleared,0.0,1.0,0.0,657
37.338278,-86.15454,wooded,0.539,0.461,0.0,577
37.338278,-86.153921,wooded,0.56,0.0,0.44,495
37.338278,-86.153303,wooded,0.928,0.012,0.06,403
37.33827,-86.13351,wooded,0.904,0.096,0.0,489
37.337787,-86.206495,wooded,1.0,0.0,0.0,598
37.337787,-86.205877,wooded,0.95,0.05,0.0,620
37.337788,-86.20464,cleared,0.0,1.0,0.0,729
37.337788,-86.204021,cleared,0.0,1.0,0.0,729
37.337788,-86.203403,cleared,0.0,0.971,0.029,618
37.337788,-86.202784,cleared,0.397,0.57,0.034,597
37.337788,-86.201547,wooded,1.0,0.0,0.0,678
37.337789,-86.191651,cleared,0.0,0.925,0.075,505
37.337789,-86.191032,cleared,0.0,1.0,0.0,646
37.337789,-86.189795,cleared,0.068,0.932,0.0,630
37.337789,-86.189177,cleared,0.018,0.982,0.0,550
37.337789,-86.188558,cleared,0.0,1.0,0.0,658
37.337789,-86.18794,cleared,0.01,0.99,0.0,676
37.337789,-86.186084,cleared,0.0,1.0,0.0,728
37.337789,-86.184847,wooded,0.872,0.128,0.0,658
37.337789,-86.184229,wooded,1.0,0.0,0.0,596
37.337788,-86.170622,cleared,0.267,0.728,0.005,427
37.337785,-86.155777,cleared,0.0,1.0,0.0,582
37.337784,-86.155159,cleared,0.394,0.606,0.0,335
37.337784,-86.15454,wooded,0.643,0.0,0.357,504
37.337777,-86.133511,cleared,0.312,0.688,0.0,433
37.337294,-86.206495,wooded,1.0,0.0,0.0,593
37.337294,-86.205877,wooded,1.0,0.0,0.0,703
37.337294,-86.205258,wooded,0.596,0.404,0.0,666
37.337294,-86.20464,cleared,0.0,1.0,0.0,729
37.337294,-86.204021,cleared,0.0,1.0,0.0,729
37.337294,-86.203403,cleared,0.0,0.98,0.02,662
37.337294,-86.202784,wooded,0.639,0.251,0.11,499
37.337294,-86.20031,wooded,1.0,0.0,0.0,643
37.337295,-86.191651,cleared,0.0,1.0,0.0,603
37.337295,-86.191032,cleared,0.0,1.0,0.0,729
37.337295,-86.190414,cleared,0.0,1.0,0.0,563
37.337295,-86.189795,cleared,0.0,1.0,0.0,729
37.337295,-86.189177,cleared,0.0,1.0,0.0,620
37.337295,-86.185466,cleared,0.026,0.974,0.0,582
37.337294,-86.170622,cleared,0.0,0.992,0.008,519
37.337291,-86.157014,cleared,0.009,0.991,0.0,664
37.337283,-86.134748,cleared,0.412,0.588,0.0,481
37.337283,-86.13413,wooded,0.892,0.108,0.0,639
37.3368,-86.205877,wooded,1.0,0.0,0.0,699
37.3368,-86.205258,cleared,0.283,0.717,0.0,633
37.3368,-86.204639,cleared,0.0,1.0,0.0,729
37.3368,-86.204021,cleared,0.0,0.964,0.036,647
37.3368,-86.203402,cleared,0.0,1.0,0.0,511
37.3368,-86.202784,cleared,0.0,1.0,0.0,516
37.3368,-86.202165,cleared,0.0,1.0,0.0,601
37.3368,-86.201547,cleared,0.049,0.951,0.0,589
37.3368,-86.200928,wooded,0.824,0.176,0.0,551
37.3368,-86.20031,wooded,1.0,0.0,0.0,692
37.336801,-86.191651,cleared,0.0,1.0,0.0,574
37.336801,-86.191032,cleared,0.023,0.977,0.0,704
37.336801,-86.190414,wooded,0.54,0.46,0.0,528
37.336801,-86.189177,cleared,0.0,1.0,0.0,723
37.336801,-86.18361,cleared,0.0,1.0,0.0,655
37.336801,-86.182992,cleared,0.0,1.0,0.0,729
37.336801,-86.182373,cleared,0.0,1.0,0.0,729
37.336801,-86.181755,cleared,0.0,1.0,0.0,729
37.336801,-86.181136,cleared,0.0,1.0,0.0,618
37.336801,-86.179281,cleared,0.022,0.845,0.133,504
37.336801,-86.178044,cleared,0.069,0.931,0.0,521
37.336798,-86.15887,cleared,0.267,0.733,0.0,581
37.336798,-86.158252,cleared,0.123,0.877,0.0,681
37.336797,-86.157633,cleared,0.0,1.0,0.0,681
37.336797,-86.157015,cleared,0.0,1.0,0.0,454
37.336797,-86.156396,cleared,0.369,0.492,0.139,374
37.336306,-86.205258,cleared,0.031,0.969,0.0,700
37.336306,-86.204639,cleared,0.0,0.915,0.085,613
37.336306,-86.204021,cleared,0.0,0.986,0.014,696
37.336306,-86.203402,cleared,0.0,1.0,0.0,729
37.336306,-86.202784,cleared,0.0,1.0,0.0,724
37.336306,-86.202165,cleared,0.0,1.0,0.0,728
37.336306,-86.201547,cleared,0.0,1.0,0.0,727
37.336307,-86.200928,cleared,0.327,0.673,0.0,663
37.336307,-86.199691,wooded,1.0,0.0,0.0,631
37.336307,-86.199073,wooded,1.0,0.0,0.0,457
37.336307,-86.192269,cleared,0.0,1.0,0.0,661
37.336307,-86.191651,cleared,0.0,1.0,0.0,606
37.336307,-86.191032,cleared,0.286,0.714,0.0,535
37.336307,-86.190414,wooded,1.0,0.0,0.0,656
37.336307,-86.186703,cleared,0.32,0.68,0.0,578
37.336307,-86.185466,cleared,0.0,1.0,0.0,658
37.336307,-86.184847,cleared,0.0,1.0,0.0,612
37.336307,-86.184229,cleared,0.0,0.953,0.047,572
37.336307,-86.182992,cleared,0.0,1.0,0.0,729
37.336307,-86.182373,cleared,0.0,1.0,0.0,729
37.336307,-86.181755,cleared,0.0,1.0,0.0,729
37.336307,-86.181136,cleared,0.0,1.0,0.0,729
37.336307,-86.180518,cleared,0.0,1.0,0.0,729
37.336307,-86.178662,cleared,0.0,1.0,0.0,660
37.336307,-86.177425,cleared,0.0,1.0,0.0,639
37.336307,-86.176807,cleared,0.0,1.0,0.0,679
37.336307,-86.17557,cleared,0.268,0.732,0.0,545
37.336306,-86.17124,cleared,0.0,1.0,0.0,503
37.336306,-86.170003,wooded,0.639,0.361,0.0,502
37.336304,-86.159489,cleared,0.006,0.994,0.0,672
37.336304,-86.15887,cleared,0.0,1.0,0.0,704
37.336304,-86.158252,cleared,0.0,1.0,0.0,501
37.336295,-86.133512,cleared,0.0,1.0,0.0,679
37.335812,-86.204639,cleared,0.0,0.895,0.105,478
37.335812,-86.204021,cleared,0.0,0.911,0.089,540
37.335812,-86.202784,cleared,0.0,0.999,0.001,688
37.335813,-86.202165,cleared,0.0,1.0,0.0,729
37.335813,-86.201547,cleared,0.0,1.0,0.0,729
37.335813,-86.200928,cleared,0.326,0.674,0.0,678
37.335813,-86.199691,wooded,1.0,0.0,0.0,654
37.335813,-86.198454,wooded,1.0,0.0,0.0,636
37.335813,-86.192269,cleared,0.0,1.0,0.0,729
37.335813,-86.191651,cleared,0.0,1.0,0.0,626
37.335813,-86.191032,cleared,0.03,0.97,0.0,706
37.335813,-86.190414,cleared,0.235,0.765,0.0,463
37.335813,-86.189795,wooded,0.696,0.304,0.0,504
37.335813,-86.186084,wooded,0.991,0.009,0.0,683
37.335813,-86.185466,wooded,0.647,0.353,0.0,669
37.335813,-86.184847,cleared,0.041,0.959,0.0,590
37.335813,-86.184229,cleared,0.0,1.0,0.0,609
37.335813,-86.18361,cleared,0.0,1.0,0.0,634
37.335813,-86.182992,cleared,0.0,1.0,0.0,729
37.335813,-86.182373,cleared,0.0,1.0,0.0,729
37.335813,-86.181755,cleared,0.0,1.0,0.0,729
37.335813,-86.181136,cleared,0.0,1.0,0.0,729
37.335813,-86.180518,cleared,0.0,1.0,0.0,729
37.335813,-86.178662,cleared,0.0,1.0,0.0,710
37.335813,-86.177425,cleared,0.0,1.0,0.0,599
37.335813,-86.176188,wooded,0.537,0.463,0.0,551
37.335813,-86.174333,cleared,0.134,0.866,0.0,686
37.335813,-86.173714,cleared,0.0,1.0,0.0,577
37.335812,-86.17124,cleared,0.248,0.706,0.046,435
37.335812,-86.170622,cleared,0.369,0.631,0.0,409
37.335812,-86.170003,wooded,1.0,0.0,0.0,501
37.33581,-86.160726,cleared,0.0,1.0,0.0,690
37.33581,-86.160108,cleared,0.0,1.0,0.0,606
37.335809,-86.155778,wooded,0.812,0.188,0.0,414
37.3358,-86.131038,cleared,0.0,1.0,0.0,622
37.335319,-86.203402,cleared,0.0,0.997,0.003,604
37.335319,-86.201547,cleared,0.0,1.0,0.0,729
37.335319,-86.20031,wooded,0.562,0.438,0.0,667
37.335319,-86.199691,wooded,0.958,0.042,0.0,648
37.335319,-86.199073,wooded,1.0,0.0,0.0,542
37.33532,-86.192269,cleared,0.0,1.0,0.0,715
37.33532,-86.191651,cleared,0.0,1.0,0.0,585
37.33532,-86.191032,cleared,0.0,1.0,0.0,728
37.33532,-86.189795,cleared,0.011,0.989,0.0,624
37.33532,-86.185466,wooded,1.0,0.0,0.0,603
37.33532,-86.184847,wooded,0.873,0.127,0.0,591
37.33532,-86.18361,cleared,0.0,0.955,0.045,426
37.33532,-86.182992,cleared,0.0,1.0,0.0,675
37.33532,-86.182373,cleared,0.0,1.0,0.0,629
37.335319,-86.179899,cleared,0.052,0.948,0.0,484
37.335319,-86.178662,cleared,0.0,0.879,0.121,564
37.335319,-86.178044,cleared,0.0,1.0,0.0,635
37.335319,-86.177425,cleared,0.0,1.0,0.0,688
37.335319,-86.176807,cleared,0.285,0.715,0.0,460
37.335319,-86.176189,cleared,0.396,0.604,0.0,560
37.335319,-86.17557,cleared,0.0,1.0,0.0,593
37.335319,-86.174952,cleared,0.0,1.0,0.0,658
37.335319,-86.174333,cleared,0.0,1.0,0.0,632
37.335319,-86.173715,cleared,0.0,1.0,0.0,523
37.335317,-86.161963,cleared,0.074,0.842,0.084,405
37.334825,-86.202784,wooded,0.874,0.126,0.0,676
37.334825,-86.201547,cleared,0.0,1.0,0.0,699
37.334825,-86.20031,cleared,0.0,1.0,0.0,729
37.334825,-86.199691,cleared,0.25,0.75,0.0,651
